Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5667,CA-2016-141957,7/21/2016,7/21/2016,Same Day,JG-15310,Jason Gross,Corporate,United States,Newark,Ohio,5.74104,East,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",99.488,2,0.2,8.7052
2259,CA-2017-105214,6/16/2017,6/19/2017,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,4.0,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138
5051,CA-2015-150511,9/18/2015,9/24/2015,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Des Moines,Washington,4.0,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138
7617,CA-2016-144309,12/10/2016,12/16/2016,Standard Class,CM-12235,Chris McAfee,Consumer,United States,Watertown,New York,4.0,East,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138
9357,CA-2015-110324,12/01/2015,12/05/2015,Standard Class,MA-17560,Matt Abelman,Home Office,United States,Jackson,Michigan,4.0,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.7138
579,CA-2017-118640,7/20/2017,7/26/2017,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,5.7428,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,2,0.2,8.714
5231,CA-2017-124436,3/19/2017,3/22/2017,Second Class,SA-20830,Sue Ann Reed,Consumer,United States,Fresno,California,11.7429,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,5,0.2,8.7145
5808,CA-2016-149783,09/04/2016,09/07/2016,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Knoxville,Tennessee,5.74336,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,0.2,8.7168
6648,US-2016-127334,12/15/2016,12/21/2016,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,Springfield,Oregon,5.74336,West,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,0.2,8.7168
669,CA-2014-156314,12/24/2014,12/26/2014,First Class,RP-19390,Resi P�lking,Consumer,United States,Cleveland,Ohio,11.7457,East,FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow",30.36,5,0.2,8.7285
5615,CA-2016-158001,8/23/2016,8/27/2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10.0,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5,0.0,8.733
9929,CA-2016-129630,09/04/2016,09/04/2016,Same Day,IM-15055,Ionia McGrath,Consumer,United States,San Francisco,California,6.0,West,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",24.27,3,0.0,8.7372
3616,CA-2017-112529,11/19/2017,11/21/2017,First Class,SC-20770,Stewart Carmichael,Corporate,United States,San Antonio,Texas,9.74768,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,31.776,4,0.2,8.7384
72,CA-2017-114440,9/14/2017,9/17/2017,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,6.0,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763
6888,CA-2017-120222,4/25/2017,05/02/2017,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Los Angeles,California,6.0,West,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763
844,CA-2016-161669,11/07/2016,11/09/2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,9.75344,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672
5337,CA-2015-169278,5/21/2015,5/25/2015,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Seattle,Washington,9.75344,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672
8423,CA-2017-150091,10/12/2017,10/16/2017,Standard Class,NP-18670,Nora Paige,Consumer,United States,Lakewood,New Jersey,10.0,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,0.0,8.771
9337,CA-2017-130715,9/16/2017,9/20/2017,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,San Francisco,California,10.0,West,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,5,0.0,8.771
5672,CA-2015-141012,06/09/2015,06/11/2015,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Pocatello,Idaho,7.7547,West,TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,140.376,3,0.2,8.7735
1678,CA-2016-122728,5/18/2016,5/24/2016,Standard Class,EB-13930,Eric Barreto,Consumer,United States,San Francisco,California,6.0,West,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,0.0,8.7906
3383,CA-2015-130659,12/04/2015,12/09/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,6.0,East,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0.0,8.7906
5478,CA-2017-169691,6/15/2017,6/18/2017,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,Minnesota,6.0,Central,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0.0,8.7906
5644,CA-2015-166604,5/15/2015,5/20/2015,Second Class,AH-10690,Anna H�berlin,Corporate,United States,Roswell,Georgia,6.0,South,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,0.0,8.7906
5878,CA-2014-152443,5/21/2014,5/26/2014,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Lawrence,Massachusetts,6.0,East,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0.0,8.7906
7119,CA-2017-104906,2/13/2017,2/17/2017,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,6.0,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3,0.0,8.7906
7126,CA-2016-123176,9/27/2016,9/29/2016,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,Georgia,6.0,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,17.94,3,0.0,8.7906
8334,CA-2016-153269,03/09/2016,03/12/2016,First Class,PS-18760,Pamela Stobb,Consumer,United States,Andover,Massachusetts,6.0,East,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,17.94,3,0.0,8.7906
9416,CA-2015-127824,10/18/2015,10/22/2015,Standard Class,JC-15775,John Castell,Consumer,United States,Seattle,Washington,6.0,West,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3,0.0,8.7906
8794,CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,Bart Pistole,Corporate,United States,Los Angeles,California,10.0,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,22.55,5,0.0,8.7945
384,CA-2015-125395,6/26/2015,6/29/2015,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,4.0,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.799
5500,CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,4.0,East,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.799
6886,CA-2017-123036,09/10/2017,9/17/2017,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Springfield,Ohio,9.76016,East,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,37.056,4,0.2,8.8008
7101,CA-2014-159625,11/23/2014,11/28/2014,Standard Class,SM-20005,Sally Matthias,Consumer,United States,Scottsdale,Arizona,7.7604,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,23.472,3,0.2,8.802
3704,CA-2015-104941,6/13/2015,6/19/2015,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,6.0,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14,3,0.0,8.8044
1482,US-2016-108455,12/02/2016,12/08/2016,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,6.0,West,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,33.87,3,0.0,8.8062
9516,CA-2014-154165,2/17/2014,2/24/2014,Standard Class,DL-13315,Delfina Latchford,Consumer,United States,Chicago,Illinois,29.76176,Central,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,54.208,14,0.2,8.8088
6684,CA-2014-109134,11/05/2014,11/10/2014,Standard Class,DE-13255,Deanra Eno,Home Office,United States,Los Angeles,California,12.0,West,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,20.04,6,0.0,8.8176
3449,CA-2016-162614,10/07/2016,10/13/2016,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,5.77216,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,27.264,2,0.2,8.8608
712,CA-2017-146136,09/03/2017,09/07/2017,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,9.77248,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.448,4,0.2,8.8624
2389,CA-2015-145065,12/12/2015,12/15/2015,First Class,DK-13375,Dennis Kane,Consumer,United States,San Diego,California,5.77248,West,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2,0.2,8.8624
4568,US-2017-149510,12/03/2017,12/10/2017,Standard Class,MC-17575,Matt Collins,Consumer,United States,Fayetteville,North Carolina,9.77248,South,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",24.448,4,0.2,8.8624
7871,CA-2017-122112,9/25/2017,9/29/2017,Standard Class,CA-11965,Carol Adams,Corporate,United States,Lakewood,Ohio,9.77248,East,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,24.448,4,0.2,8.8624
8062,CA-2015-156013,9/20/2015,9/26/2015,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Long Beach,New York,5.77248,East,OFF-BI-10002437,Office Supplies,Binders,Recycled Premium Regency Composition Covers,24.448,2,0.2,8.8624
1021,CA-2015-124450,4/27/2015,05/03/2015,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,6.0,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,3,0.0,8.8686
3310,CA-2015-144386,11/05/2015,11/11/2015,Standard Class,GT-14635,Grant Thornton,Corporate,United States,New York City,New York,13.77408,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,6,0.2,8.8704
8725,US-2016-135209,12/29/2016,12/31/2016,Second Class,MH-17290,Marc Harrigan,Home Office,United States,Miami,Florida,13.77408,South,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,25.344,6,0.2,8.8704
5619,CA-2015-101154,9/18/2015,9/21/2015,First Class,CM-12190,Charlotte Melton,Consumer,United States,San Diego,California,8.0,West,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",443.92,4,0.0,8.8784
5916,US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,4.88784,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,199.764,2,0.1,8.8784
6232,US-2017-142188,09/11/2017,09/11/2017,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,5.77568,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,2,0.2,8.8784
213,CA-2015-146262,01/02/2015,01/09/2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,5.776,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88
1411,CA-2017-105144,11/04/2017,11/11/2017,Standard Class,SZ-20035,Sam Zeldin,Home Office,United States,Grand Prairie,Texas,5.776,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88
2084,CA-2014-110352,11/23/2014,11/29/2014,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,5.776,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88
9755,CA-2017-113705,3/27/2017,3/29/2017,Second Class,LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,4.0,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,17.76,2,0.0,8.88
3822,CA-2017-141873,10/09/2017,10/14/2017,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,4.0,East,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",18.98,2,0.0,8.9206
1951,CA-2017-157987,09/02/2017,09/06/2017,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,17.78416,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8,0.2,8.9208
1619,US-2016-118780,09/10/2016,9/14/2016,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,4.0,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0.0,8.922
3003,CA-2015-130610,07/05/2015,07/10/2015,Standard Class,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,10.0,Central,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,19.0,5,0.0,8.93
8522,CA-2016-141887,01/11/2016,1/15/2016,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,29.78724,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,54.992,14,0.2,8.9362
6817,CA-2014-144414,6/17/2014,6/21/2014,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Seattle,Washington,10.0,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,17.9,5,0.0,8.95
8688,CA-2016-144015,6/26/2016,6/26/2016,Same Day,AH-10075,Adam Hart,Corporate,United States,Los Angeles,California,10.0,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,17.9,5,0.0,8.95
6329,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,10.0,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0.0,8.9535
2656,CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,5.79088,West,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544
7857,CA-2014-103429,5/30/2014,06/01/2014,First Class,LW-16825,Laurel Workman,Corporate,United States,New York City,New York,5.79088,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544
8512,CA-2016-103359,12/22/2016,12/26/2016,Standard Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,5.79088,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544
2925,CA-2014-157721,09/02/2014,09/05/2014,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,2.0,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,1,0.0,8.955
492,CA-2014-113362,9/14/2014,9/19/2014,Standard Class,AJ-10960,Astrea Jones,Consumer,United States,Rochester,New York,10.0,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0.0,8.983
2991,CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Los Angeles,California,10.0,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0.0,8.983
1139,CA-2016-152170,11/12/2016,11/15/2016,Second Class,FH-14275,Frank Hawley,Corporate,United States,La Porte,Indiana,4.0,Central,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,19.98,2,0.0,8.991
8480,US-2016-119270,03/12/2016,3/16/2016,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Los Angeles,California,4.0,West,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2,0.0,8.991
3779,US-2017-148768,11/30/2017,12/02/2017,Second Class,PN-18775,Parhena Norris,Home Office,United States,Miami,Florida,7.7994,South,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997
5938,CA-2016-103107,07/04/2016,07/04/2016,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,7.7994,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997
7935,CA-2017-166093,8/17/2017,8/24/2017,Standard Class,RW-19540,Rick Wilson,Corporate,United States,Brentwood,California,7.7994,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997
9175,CA-2017-119424,06/12/2017,6/14/2017,Second Class,SB-20185,Sarah Brown,Consumer,United States,Kent,Washington,7.7994,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.976,3,0.2,8.997
171,CA-2014-139892,09/08/2014,09/12/2014,Standard Class,BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,7.7997,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985
6706,CA-2015-139164,6/23/2015,6/28/2015,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,7.7997,West,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,143.976,3,0.2,8.9985
5566,CA-2017-157966,3/13/2017,3/13/2017,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,6.69982,Central,TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",209.986,2,0.3,8.9994
2451,CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10.0,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,18.75,5,0.0,9.0
9341,CA-2014-155264,10/19/2014,10/22/2014,Second Class,RP-19270,Rachel Payne,Corporate,United States,San Francisco,California,10.0,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,18.75,5,0.0,9.0
9660,CA-2014-100860,3/26/2014,3/30/2014,Second Class,CS-12505,Cindy Stewart,Consumer,United States,Pomona,California,10.0,West,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,18.75,5,0.0,9.0
3178,CA-2017-122280,09/10/2017,09/10/2017,Same Day,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,4.0,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0.0,9.0048
3790,US-2016-133508,4/17/2016,4/21/2016,Standard Class,SW-20350,Sean Wendt,Home Office,United States,Omaha,Nebraska,10.0,Central,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",29.05,5,0.0,9.0055
9025,CA-2016-102127,6/26/2016,07/02/2016,Standard Class,VP-21760,Victoria Pisteka,Corporate,United States,New York City,New York,6.0,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,20.97,3,0.0,9.0171
5326,CA-2015-119508,12/04/2015,12/09/2015,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,12.0,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",25.08,6,0.0,9.0288
3372,CA-2017-123778,9/23/2017,9/30/2017,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,San Francisco,California,13.80768,West,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.824,6,0.2,9.0384
2133,CA-2015-156524,11/20/2015,11/26/2015,Standard Class,DL-12865,Dan Lawera,Consumer,United States,New York City,New York,6.0,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0.0,9.039
4412,CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,6.0,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0.0,9.039
9811,US-2014-139640,11/07/2014,11/11/2014,Second Class,TB-21595,Troy Blackwell,Consumer,United States,Portland,Oregon,9.81152,West,OFF-AR-10002240,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,120.768,4,0.2,9.0576
